"","nombre","final_family","nusado","n_in_uc","uc"
"145","Erythroxylum engleri","Erythroxylaceae",85,10,"ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,PARQUE NACIONAL DO ARAGUAIA"
"146","Erythroxylum gonoclados","Erythroxylaceae",45,9,"ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL CACHOEIRA DAS ANDORINHAS,PARQUE NACIONAL DA SERRA DA BOCAINA,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"147","Erythroxylum pungens","Erythroxylaceae",118,5,"ESTAÇÃO ECOLÓGICA DE AIUABA,ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO"
"148","Erythroxylum revolutum","Erythroxylaceae",147,15,"ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI,PARQUE NACIONAL DO CATIMBAU,RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE ESTADUAL GRÃO MOGOL"
"149","Erythroxylum subrotundum","Erythroxylaceae",306,39,"PARQUE NACIONAL DE SETE CIDADES,PARQUE NACIONAL DE UBAJARA,RESERVA BIOLÓGICA DE UNA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ESTAÇÃO ECOLÓGICA DE MURICI,PARQUE NACIONAL DO DESCOBRIMENTO,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL DO CATIMBAU,RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE TODOS OS SANTOS,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL CARSTE DA LAGOA SANTA,PARQUE ESTADUAL DO RIO DOCE,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL DO IGARAPÉ GELADO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"150","Acalypha villosa","Euphorbiaceae",69,2,"ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ"
"151","Actinostemon verticillatus","Euphorbiaceae",155,23,"ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL,FLORESTA NACIONAL DO IBURA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA DE POÇO DAS ANTAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DO DESCOBRIMENTO,ÁREA DE PROTEÇÃO AMBIENTAL DE MACAÉ DE CIMA,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"152","Bernardia tamanduana","Euphorbiaceae",76,10,"ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU"
"153","Cnidoscolus bahianus","Euphorbiaceae",150,5,"ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL SERRA DAS CONFUSÕES,PARQUE ESTADUAL DO MORRO DO CHAPÉU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA"
"154","Cnidoscolus oligandrus","Euphorbiaceae",41,6,"ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU"
"155","Cnidoscolus pubescens","Euphorbiaceae",88,11,"ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,PARQUE NACIONAL DO CATIMBAU,ESTAÇÃO ECOLÓGICA RASO DA CATARINA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU"
"156","Cnidoscolus quercifolius","Euphorbiaceae",285,3,"PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ESTAÇÃO ECOLÓGICA DO SERIDÓ"
"157","Cnidoscolus ulei","Euphorbiaceae",39,2,"PARQUE NACIONAL DO CATIMBAU,PARQUE NACIONAL SERRA DAS CONFUSÕES"
"158","Croton agoensis","Euphorbiaceae",121,21,"PARQUE NACIONAL DA CHAPADA DAS MESAS,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,PARQUE ESTADUAL DO JALAPãO,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL VEREDAS DO ACARI,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA"
"159","Croton blanchetianus","Euphorbiaceae",505,31,"ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ESTAÇÃO ECOLÓGICA DE AIUABA,PARQUE NACIONAL DE UBAJARA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL SERRA DAS CONFUSÕES,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL DELTA DO PARNAIBA,ESTAÇÃO ECOLÓGICA RASO DA CATARINA"
"160","Croton celtidifolius","Euphorbiaceae",128,19,"PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE NACIONAL DA SERRA DA BOCAINA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,ÁREA DE PROTEÇÃO AMBIENTAL FERNÃO DIAS,PARQUE ESTADUAL SERRA DO BRIGADEIRO,PARQUE ESTADUAL DE CAMPINHOS,PARQUE ESTADUAL DA SERRA DO MAR"
"161","Croton jacobinensis","Euphorbiaceae",85,13,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,PARQUE NACIONAL DE SETE CIDADES"
"162","Croton macrobothrys","Euphorbiaceae",98,35,"PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,RESERVA BIOLOGICA DE PEDRA TALHADA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,FLORESTA NACIONAL DE RIO PRETO,PARQUE NACIONAL PAU BRASIL,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE NACIONAL DA SERRA DO ITAJAÍ,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOLÓGICA DO TINGUÁ,PARQUE ESTADUAL DO JARAGUÁ,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,RESERVA BIOLÓGICA DO RIO TROMBETAS,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE ESTADUAL DA SERRA DO TABULEIRO"
"163","Manihot carthagenensis","Euphorbiaceae",239,13,"PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,ÁREA DE PROTEÇÃO AMBIENTAL DE FERNANDO DE NORONHA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE"
"164","Manihot pilosa","Euphorbiaceae",114,11,"PARQUE NACIONAL DA SERRA DOS ORGÃOS,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS,PARQUE NACIONAL DE CAPARAO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA"
"165","Pausandra macropetala","Euphorbiaceae",56,5,"ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,RESERVA BIOLÓGICA DO RIO TROMBETAS,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,FLORESTA NACIONAL DE SARACÁ-TAQUERA"
"166","Pausandra morisiana","Euphorbiaceae",168,42,"PARQUE ESTADUAL DA SERRA DO TABULEIRO,ÁREA DE PROTEÇÃO AMBIENTAL ESTADUAL DE GUARATUBA,ÁREA DE PROTEÇÃO AMBIENTAL DE GUARAQUEÇABA,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,RESERVA BIOLÓGICA DO CÓRREGO GRANDE,PARQUE NACIONAL PAU BRASIL,PARQUE ESTADUAL DA SERRA DO MAR,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA AUGUSTO RUSCHI,RESERVA BIOLÓGICA DE UNA,PARQUE NACIONAL DO MONTE PASCOAL,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,PARQUE NACIONAL DO DESCOBRIMENTO,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"167","Pausandra trianae","Euphorbiaceae",60,13,"ÁREA DE PROTEÇÃO AMBIENTAL DO TAPAJÓS,FLORESTA NACIONAL DE PURUS,ESTAÇÃO ECOLÓGICA DE MURICI,FLORESTA NACIONAL DE MAPIÁ-INAUINÍ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,FLORESTA NACIONAL DO AMAZONAS,RESERVA BIOLÓGICA DO ABUFARI,RESERVA EXTRATIVISTA DO CAZUMBÁ-IRACEMA,FLORESTA NACIONAL DE TEFÉ"
"168","Philyra brasiliensis","Euphorbiaceae",42,6,"PARQUE NACIONAL DA SERRA DA BODOQUENA,ÁREA DE PROTEÇÃO AMBIENTAL DO PAU BRASIL"
"169","Sebastiania macrocarpa","Euphorbiaceae",63,1,"FLORESTA NACIONAL DE AÇU"
"170","Senefeldera verticillata","Euphorbiaceae",192,75,"RESERVA BIOLÓGICA DO TINGUÁ,RESERVA BIOLÓGICA DE SOORETAMA,RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL DO MONTE PASCOAL,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,FLORESTA NACIONAL DE GOYTACAZES,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,FLORESTA NACIONAL DE PURUS,PARQUE ESTADUAL DO RIO DOCE,FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL DE PETRÓPOLIS"
"171","Stillingia trapezoidea","Euphorbiaceae",46,9,"PARQUE ESTADUAL DO MORRO DO CHAPÉU,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,PARQUE NACIONAL DA SERRA DA CAPIVARA"
"172","Stillingia uleana","Euphorbiaceae",62,28,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA"
"173","Abarema cochleata","Fabaceae",121,19,"PARQUE NACIONAL DOS LENÇOIS MARANHENSES,RESERVA EXTRATIVISTA TAPAJÓS ARAPIUNS,FLORESTA NACIONAL DE MULATA,FLORESTA NACIONAL DE CARAJÁS,RESERVA EXTRATIVISTA MARINHA CAETÉTAPERAÇU,ÁREA DE RELEVANTE INTERESSE ECOLÓGICA PROJETO DINÂMICA BIOLÓGICA DE FRAGMENTOS FLORESTAIS,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM ESQUERDA DO RIO NEGRO-SETOR ATURIÁ-APUAUZINHO,FLORESTA NACIONAL DE SARACÁ-TAQUERA"
"174","Andira anthelmia","Fabaceae",142,30,"ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,ESTAÇÃO ECOLÓGICA DA ILHA DO MEL,PARQUE ESTADUAL CARLOS BOTELHO,ÁREA DE PROTEÇÃO AMBIENTAL CARAÍVA/ TRANCOSO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO MACACU,ÁREA DE PROTEÇÃO AMBIENTAL DE CANANÉIA-IGUAPÉ-PERUÍBE,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,PARQUE ESTADUAL DA SERRA DO MAR,PARQUE ESTADUAL  DA ILHA DO CARDOSO,PARQUE NACIONAL DO SUPERAGUI,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU"
"175","Andira cordata","Fabaceae",106,20,"ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,PARQUE NACIONAL DA CHAPADA DAS MESAS,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO"
"176","Andira legalis","Fabaceae",97,19,"ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL DE MARICÁ,PARQUE NACIONAL PAU BRASIL,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO,RESERVA BIOLÓGICA GUARIBAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE"
"177","Andira nitida","Fabaceae",236,51,"PARQUE ESTADUAL PAULO CÉSAR VINHA,ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL CONCEIÇÃO DA BARRA,ÁREA DE PROTEÇÃO AMBIENTAL COSTA DE ITACARÉ/ SERRA GRANDE,ÁREA DE PROTEÇÃO AMBIENTAL PLATAFORMA CONTINENTAL DO LITORAL NORTE,PARQUE ESTADUAL DE ITAÚNAS,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,ÁREA DE PROTEÇÃO AMBIENTAL PONTA DA BALEIA / ABROLHOS,PARQUE NACIONAL DE SETE CIDADES,RESERVA BIOLÓGICA AUGUSTO RUSCHI,ÁREA DE PROTEÇÃO AMBIENTAL LAGOA ENCANTADA,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,ÁREA DE PROTEÇÃO AMBIENTAL DE PIAÇABUÇU"
"178","Andira ormosioides","Fabaceae",47,7,"ÁREA DE PROTEÇÃO AMBIENTAL MORRO DA PEDREIRA,ÁREA DE PROTEÇÃO AMBIENTAL DE CAIRUÇU,PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO JOÃO - MICO LEÃO"
"179","Bauhinia catingae","Fabaceae",116,7,"ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL GRUTAS DOS BREJÕES / VEREDAS DO ROMÃO GRAMACHO,PARQUE NACIONAL DO CATIMBAU,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA"
"180","Bauhinia curvula","Fabaceae",118,17,"PARQUE ESTADUAL SERRA RICARDO FRANCO,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,PARQUE ESTADUAL ALTAMIRO DE MOURA PACHECO,ÁREA DE PROTEÇÃO AMBIENTAL DAS CABECEIRAS DO RIO CUIABÁ,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"181","Bauhinia pulchella","Fabaceae",355,80,"FLORESTA NACIONAL DE CARAJÁS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DE SETE CIDADES,PARQUE NACIONAL DE BRASÍLIA,PARQUE ESTADUAL SERRA AZUL,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,PARQUE NACIONAL GRANDE SERTÃO VEREDAS,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ESTAÇÃO ECOLÓGICA DE AIUABA,RESERVA BIOLÓGICA NASCENTES SERRA DO CACHIMBO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU"
"182","Blanchetiodendron blanchetii","Fabaceae",55,8,"PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ"
"183","Calliandra asplenioides","Fabaceae",182,60,"PARQUE NACIONAL DAS SEMPRE VIVAS,PARQUE ESTADUAL GRÃO MOGOL,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ÁREA DE PROTEÇÃO AMBIENTAL ÁGUAS VERTENTES,PARQUE ESTADUAL DAS SETE PASSAGENS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO SERRA DO OROBÓ,PARQUE ESTADUAL BIRIBIRI"
"184","Calliandra depauperata","Fabaceae",143,3,"FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA MANTIQUEIRA,PARQUE NACIONAL DA SERRA DA CAPIVARA"
"185","Calliandra leptopoda","Fabaceae",67,1,"PARQUE ESTADUAL DO MORRO DO CHAPÉU"
"186","Calliandra spinosa","Fabaceae",36,2,"FLORESTA NACIONAL DE CONTENDAS DO SINCORÁ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
"187","Cassia leiandra","Fabaceae",80,15,"PARQUE NACIONAL DO JAÚ,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PIAGAÇU PURUS,ÁREA DE PROTEÇÃO AMBIENTAL MARGEM DIREITA DO RIO NEGRO- SETOR PADUARI-SOLIMÕES,ESTAÇÃO ECOLÓGICA DE MARACÁ,PARQUE NACIONAL DE ANAVILHANAS,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL CANUMÃ,FLORESTA ESTADUAL MAÚES,FLORESTA NACIONAL DE SARACÁ-TAQUERA,RESERVA BIOLÓGICA DO RIO TROMBETAS,RESERVA BIOLÓGICA DO ABUFARI"
"188","Cassia leptophylla","Fabaceae",57,0,NA
"189","Cenostigma macrophyllum","Fabaceae",386,40,"ESTAçãO ECOLóGICA DO RIO RONURO,PARQUE NACIONAL SERRA DAS CONFUSÕES,ÁREA DE PROTEÇÃO AMBIENTAL CHAPADA DO ARARIPE,RESERVA EXTRATIVISTA LAGO DO CEDRO,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,ÁREA DE PROTEÇÃO AMBIENTAL DA CHAPADA DOS GUIMARÃES,PARQUE NACIONAL DA SERRA DA CAPIVARA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,PARQUE NACIONAL DAS NASCENTES DO RIO PARNAIBA,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO"
"190","Cenostigma tocantinum","Fabaceae",60,2,"FLORESTA NACIONAL DE CARAJÁS"
"191","Chamaecrista bahiae","Fabaceae",107,20,"RESERVA BIOLÓGICA DE UNA,ÁREA DE PROTEÇÃO AMBIENTAL BAÍA DE CAMAMU,ÁREA DE PROTEÇÃO AMBIENTAL LAGOAS E DUNAS DO ABAETÉ,ÁREA DE PROTEÇÃO AMBIENTAL CAMINHOS ECOLÓGICOS DA BOA ESPERANÇA,FLORESTA NACIONAL DE CARAJÁS,ESTAÇÃO ECOLÓGICA DO JARI,ÁREA DE PROTEÇÃO AMBIENTAL SANTO ANTÔNIO,RESERVA EXTRATIVISTA VERDE PARA SEMPRE"
"192","Chamaecrista eitenorum","Fabaceae",77,26,"PARQUE NACIONAL DA CHAPADA DIAMANTINA,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL SERRA DAS CONFUSÕES,PARQUE ESTADUAL DAS VÁRZEAS DO RIO IVINHEMA,PARQUE NACIONAL DA SERRA DA CAPIVARA,PARQUE NACIONAL DE SETE CIDADES,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
"193","Chamaecrista multiseta","Fabaceae",69,22,"ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DA BACIA DO RIO SÃO BARTOLOMEU,PARQUE NACIONAL DA CHAPADA DOS GUIMARÃES"
"194","Chamaecrista orbiculata","Fabaceae",250,55,"ÁREA DE PROTEÇÃO AMBIENTAL POUSO ALTO,ÁREA DE PROTEÇÃO AMBIENTAL DO PLANALTO CENTRAL,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DO RIO VERMELHO,PARQUE NACIONAL DE BRASÍLIA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO,PARQUE ESTADUAL SERRA AZUL,ÁREA DE PROTEÇÃO AMBIENTAL BACIA DO RIO DE JANEIRO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"195","Chamaecrista zygophylloides","Fabaceae",178,22,"PARQUE ESTADUAL DO MORRO DO CHAPÉU,ÁREA DE PROTEÇÃO AMBIENTAL MARIMBUS / IRAQUARA,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL DAS SETE PASSAGENS,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ÁREA DE PROTEÇÃO AMBIENTAL CAVERNAS DO PERUAÇU,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO NASCENTE DO RIO DE CONTAS,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DA IBIAPABA"
