"","original_family","original_name","name_in_Flora","original_ID","final_family","scientificName","taxonID","vernacular_names","notes","tax_notes","notes_fam","nombre","establishmentMeans","occurrenceRemarks","location","lifeForm","vegetationType","habitat","nusado","eoo","aoo2","aoo10","IUCN","CITES","use","url","n_in_uc","uc"
"139","Clusiaceae","Clusia paralicola G.Mariz","Clusia paralicola G.Mariz",6845,"Clusiaceae","Clusia paralicola G.Mariz",6845,NA,"LFB","name ok","","Clusia paralicola","NATIVA","Endemica/Caatinga-Endemica/Mata Atl√¢ntica","BR-PE-BR-PB-BR-BA-BR-AL","Arbusto-√Årvore","Caatinga (stricto sensu)-Floresta Ombr√≥fila (= Floresta Pluvial)","Hemiep√≠fita-Terr√≠cola",50,326607.626191365,188,3500,"          1                                     ","","","",5,"RESERVA BIOLOGICA DE PEDRA TALHADA"
"140","Clusiaceae","Clusia sellowiana Schltdl.","Clusia sellowiana Schltdl.",6848,"Clusiaceae","Clusia sellowiana Schltdl.",6848,NA,"LFB","name ok","","Clusia sellowiana","NATIVA","Endemica/Mata Atl√¢ntica","BR-SE-BR-BA-BR-AL","Arbusto-√Årvore","Restinga","Terr√≠cola",120,4620021.44992232,320,6800,"                  3.5                             ","","","",29,"¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,¡REA DE PROTE«√O AMBIENTAL BAÕA DE TODOS OS SANTOS,PARQUE NACIONAL PAU BRASIL,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,¡REA DE PROTE«√O AMBIENTAL DE PRESIDENTE FIGUEIREDO - CAVERNA DO MOROAGA,¡REA DE PROTE«√O AMBIENTAL CAMINHOS ECOL”GICOS DA BOA ESPERAN«A,¡REA DE PROTE«√O AMBIENTAL SANTO ANT‘NIO,¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA"
"141","Clusiaceae","Clusia spiritu-sanctensis G.Mariz & Weinberg","Clusia spiritu-sanctensis G.Mariz & B.Weinberg",111781,"Clusiaceae","Clusia spiritu-sanctensis G.Mariz & B.Weinberg",111781,NA,"LFB","name ok","","Clusia spiritu-sanctensis","NATIVA","Endemica/Mata Atl√¢ntica","BR-ES","Arbusto-√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Restinga","Hemiep√≠fita-Terr√≠cola",48,266399.246956852,136,2700,"          1        3.5                             ","","","",4,"PARQUE ESTADUAL DE ITA⁄NAS,RESERVA BIOL”GICA AUGUSTO RUSCHI"
"142","Clusiaceae","Clusia weddelliana Planch. & Triana","Clusia weddelliana Planch. & Triana",81832,"Clusiaceae","Clusia weddelliana Planch. & Triana",81832,NA,"LFB","name ok","","Clusia weddelliana","NATIVA","N√£o endemica/Amaz√¥nia-N√£o endemica/Cerrado","BR-MA-BR-CE-BR-TO-BR-RO-BR-PA-BR-AC-BR-MT-BR-GO-BR-DF","√Årvore","Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta de Terra Firme-Floresta Estacional Perenif√≥lia","Hemiep√≠fita-Terr√≠cola",124,4552453.92971152,284,6500,"1.6     1.5                                          ","","","",13,"¡REA DE PROTE«√O AMBIENTAL DA SERRA DE BATURIT…,PARQUE ESTADUAL DO XINGU,ESTA«√O ECOL”GICA SAMUEL,FLORESTA NACIONAL DE CARAJ¡S,¡REA DE PROTE«√O AMBIENTAL DO IGARAP… GELADO,¡REA DE PROTE«√O AMBIENTAL DA CHAPADA DOS GUIMAR√ES,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,PARQUE ESTADUAL SERRA AZUL,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA"
"143","Euphorbiaceae","Cnidoscolus bahianus Pax & K.Hoffm.","Cnidoscolus bahianus (Ule) Pax & K.Hoffm.",17492,"Euphorbiaceae","Cnidoscolus bahianus (Ule) Pax & K.Hoffm.",17492,NA,"LFB","name ok","","Cnidoscolus bahianus","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-MG-BR-GO-BR-PE-BR-BA-BR-MT","Arbusto-√Årvore","Caatinga (stricto sensu)-Cerrado (lato sensu)-Floresta Estacional Decidual-Vegeta√ß√£o Sobre Afloramentos Rochosos","Terr√≠cola",150,999883.332679213,492,10700,"    1.5                                           ","","","",5,"¡REA DE PROTE«√O AMBIENTAL GRUTAS DOS BREJ’ES / VEREDAS DO ROM√O GRAMACHO,¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL SERRA DAS CONFUS’ES,PARQUE ESTADUAL DO MORRO DO CHAP…U,ESTA«√O ECOL”GICA RASO DA CATARINA"
"144","Euphorbiaceae","Cnidoscolus oligandrus (M√ºll.Arg.) Pax","Cnidoscolus oligandrus (M√ºll.Arg.) Pax",25471,"Euphorbiaceae","Cnidoscolus oligandrus (M√ºll.Arg.) Pax",25471,"'pen√£o'-PORTUGUES-Nordeste","LFB","name ok","","Cnidoscolus oligandrus","NATIVA","Endemica/Caatinga-Endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-MG-BR-PE-BR-BA","√Årvore","Caatinga (stricto sensu)-Floresta Estacional Semidecidual-Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",41,1507804.1013817,148,3200,"      1.5    1                                     ","","","",6,"¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA,¡REA DE RELEVANTE INTERESSE ECOL”GICO SERRA DO OROB”,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U"
"145","Euphorbiaceae","Cnidoscolus pubescens Pohl","Cnidoscolus pubescens Pohl",17493,"Euphorbiaceae","Cnidoscolus pubescens Pohl",17493,NA,"LFB","name ok","","Cnidoscolus pubescens","NATIVA","Endemica/Caatinga","BR-MG-BR-BA-BR-AL","Arbusto-√Årvore","Caatinga (stricto sensu)-Floresta Estacional Decidual-Vegeta√ß√£o Sobre Afloramentos Rochosos","Terr√≠cola",88,992438.490766332,304,7200,"    1.5                                           ","","","",11,"¡REA DE PROTE«√O AMBIENTAL GRUTAS DOS BREJ’ES / VEREDAS DO ROM√O GRAMACHO,PARQUE NACIONAL DO CATIMBAU,ESTA«√O ECOL”GICA RASO DA CATARINA,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U"
"146","Euphorbiaceae","Cnidoscolus quercifolius Pohl","Cnidoscolus quercifolius Pohl",17494,"Euphorbiaceae","Cnidoscolus quercifolius Pohl",17494,"'favela-de-cachorro'-PORTUGUES-Nordeste","LFB","name ok","","Cnidoscolus quercifolius","NATIVA","Endemica/Caatinga","BR-MG-BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-CE-BR-BA","Arbusto-√Årvore","√Årea Antr√≥pica-Caatinga (stricto sensu)-Floresta Estacional Decidual-Vegeta√ß√£o Sobre Afloramentos Rochosos","Terr√≠cola",285,3005070.98338136,920,20100,"    1.5                                           ","","use","http://tropical.theferns.info/viewtropical.php?id=Cnidoscolus+quercifolius",3,"PARQUE NACIONAL DE SETE CIDADES,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U,ESTA«√O ECOL”GICA DO SERID”"
"147","Euphorbiaceae","Cnidoscolus ulei (Pax) Pax","Cnidoscolus ulei (Pax) Pax",25472,"Euphorbiaceae","Cnidoscolus ulei (Pax) Pax",25472,NA,"LFB","name ok","","Cnidoscolus ulei","NATIVA","Endemica/Caatinga","BR-BA","Arbusto-Erva-Subarbusto","Caatinga (stricto sensu)","Terr√≠cola",39,695624.663754884,152,3800,"                                               ","","","",2,"PARQUE NACIONAL DO CATIMBAU,PARQUE NACIONAL SERRA DAS CONFUS’ES"
"148","Polygonaceae","Coccoloba alnifolia Casar.","Coccoloba alnifolia Casar.",13696,"Polygonaceae","Coccoloba alnifolia Casar.",13696,"pau-de-estalo, cabu√ßu,-PORTUGUES-Sudeste, Nordeste","LFB","name ok","","Coccoloba alnifolia","NATIVA","Endemica/Caatinga-Endemica/Mata Atl√¢ntica","BR-MG-BR-SE-BR-RJ-BR-ES-BR-PE-BR-PB-BR-BA-BR-AL","Arbusto-√Årvore","Caatinga (stricto sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Restinga","Terr√≠cola",132,4249290.99107052,424,9200,"1.6      1.5            3.5                             ","","","",17,"PARQUE ESTADUAL PAULO C…SAR VINHA,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE ESTADUAL CARLOS BOTELHO,RESERVA BIOL”GICA GUARIBAS,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA,RESERVA BIOL”GICA DE UNA,¡REA DE PROTE«√O AMBIENTAL CONCEI«√O DA BARRA,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O JO√O - MICO LE√O,¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,¡REA DE PROTE«√O AMBIENTAL PONTA DA BALEIA / ABROLHOS,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS"
"149","Polygonaceae","Coccoloba declinata Mart.","Coccoloba declinata (Vell.) Mart.",13699,"Polygonaceae","Coccoloba declinata (Vell.) Mart.",13699,NA,"LFB","name ok","","Coccoloba declinata","NATIVA","Endemica/Amaz√¥nia-Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atl√¢ntica","BR-SE-BR-SP-BR-RJ-BR-MG-BR-ES-BR-PE-BR-BA-BR-AL-BR-RO-BR-PA-BR-AM-BR-MT-BR-MS","Arbusto-√Årvore-Liana/vol√∫vel/trepadeira","Caatinga (stricto sensu)-Carrasco-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Decidual-Floresta Estacional Semidecidual-Restinga","Terr√≠cola",94,4844348.77214276,264,6200,"1.6    1.5  1.5            3.5                         2.1    ","","","",16,"¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,RESERVA BIOL”GICA DE SOORETAMA,¡REA DE RELEVANTE INTERESSE ECOL”GICO SERRA DO OROB”,¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA,¡REA DE PROTE«√O AMBIENTAL SANTO ANT‘NIO,PARQUE ESTADUAL DA SERRA DO MAR,RESERVA BIOL”GICA DE UNA,RESERVA BIOL”GICA DO ABUFARI"
"150","Polygonaceae","Coccoloba glaziovii Lindau","Coccoloba glaziovii Lindau",13701,"Polygonaceae","Coccoloba glaziovii Lindau",13701,"Cana√ßu, caba√ßu-PORTUGUES-Para√≠ba/Folha larga da mata-PORTUGUES-Rio de Janeiro","LFB","name ok","","Coccoloba glaziovii","NATIVA","Endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-SC-BR-PR-BR-PE-BR-PB-BR-BA","Arbusto-√Årvore","Floresta Ciliar ou Galeria-Floresta Ombr√≥fila (= Floresta Pluvial)-Floresta Ombr√≥fila Mista","Terr√≠cola",49,3664691.58623306,140,3300,"1.6          1     1.6                                ","","","",6,"PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL DA SERRA DO MAR,¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,¡REA DE PROTE«√O AMBIENTAL DE GUARAQUE«ABA"
"151","Polygonaceae","Coccoloba ramosisissima Wedd.",NA,NA,"Polygonaceae","Coccoloba ramosisissima Wedd.",NA,NA,"not found",NA,"","Coccoloba ramosisissima",NA,NA,NA,NA,NA,NA,125,1959482.66809967,320,6200,"                                               ","","","",41,"RESERVA EXTRATIVISTA MARINHA DE GURUPI-PIRI¡,¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,RESERVA EXTRATIVISTA MARINHA CAET…TAPERA«U,¡REA DE PROTE«√O AMBIENTAL LAGOAS E DUNAS DO ABAET…"
"152","Polygonaceae","Coccoloba rosea Meisn.","Coccoloba rosea Meisn.",13713,"Polygonaceae","Coccoloba rosea Meisn.",13713,"Chapel√£o-PORTUGUES-Bahia/paje√∫-PORTUGUES-Bahia","LFB","name ok","","Coccoloba rosea","NATIVA","Endemica/Mata Atl√¢ntica","BR-RN-BR-PE-BR-ES-BR-SE-BR-BA-BR-AL","Arbusto-√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Restinga","Terr√≠cola",108,1893786.07408316,260,5200,"          1        3.5                             ","","use","http://tropical.theferns.info/viewtropical.php?id=Coccoloba+rosea",15,"¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,PARQUE NACIONAL PAU BRASIL,¡REA DE PROTE«√O AMBIENTAL CAMINHOS ECOL”GICOS DA BOA ESPERAN«A,PARQUE NACIONAL DA SERRA DE ITABAIANA,¡REA DE PROTE«√O AMBIENTAL BAÕA DE CAMAMU,¡REA DE PROTE«√O AMBIENTAL SANTO ANT‘NIO"
"153","Polygonaceae","Coccoloba warmingii Meisn.","Coccoloba warmingii Meisn.",13717,"Polygonaceae","Coccoloba warmingii Meisn.",13717,"Caix√£o-PORTUGUES-Bahia/caua√ß√∫-PORTUGUES-S√£o Paulo/Catureiro-vermelho, pau-de-cachimbo-PORTUGUES-Santa Catarina","LFB","name ok","","Coccoloba warmingii","NATIVA","Endemica/Caatinga-Endemica/Cerrado-Endemica/Mata Atl√¢ntica","BR-RS-BR-SP-BR-MG-BR-ES-BR-SC-BR-PR-BR-BA","Arbusto-√Årvore","Carrasco-Cerrado (lato sensu)-Floresta Ciliar ou Galeria-Floresta Estacional Semidecidual-Floresta Ombr√≥fila (= Floresta Pluvial)-Floresta Ombr√≥fila Mista-Restinga","Terr√≠cola",43,1867693.52704615,156,3500,"1.6      1.5    1     1.6   3.5                         2.1    ","","","",5,"¡REA DE PROTE«√O AMBIENTAL SERRA DO BARBADO,PARQUE ESTADUAL DA SERRA DO TABULEIRO,PARQUE ESTADUAL DO JARAGU¡"
"154","Rhamnaceae","Colubrina cordifolia Reissek","Colubrina cordifolia Reissek",20650,"Rhamnaceae","Colubrina cordifolia Reissek",20650,"Imbiriba ass√∫-PORTUGUES-Nordeste/Jo√£o vermelho-PORTUGUES-Nordeste","LFB","name ok","","Colubrina cordifolia","NATIVA","Endemica/Caatinga","BR-PI-BR-PE-BR-CE-BR-BA","Arbusto-√Årvore","Caatinga (stricto sensu)-Carrasco","Terr√≠cola",41,905824.529978815,140,3100,"                                           2.1    ","","","",25,"¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL SERRA DAS CONFUS’ES,ESTA«√O ECOL”GICA RASO DA CATARINA,PARQUE NACIONAL DA SERRA DA CAPIVARA"
"155","Connaraceae","Connarus suberosus Planch.","Connarus suberosus Planch.",16932,"Connaraceae","Connarus suberosus Planch.",16932,NA,"LFB","name ok","","Connarus suberosus","NATIVA","Endemica/Cerrado","BR-TO-BR-PA-BR-MT-BR-MS-BR-GO-BR-DF-BR-SP-BR-MG-BR-PI-BR-MA-BR-BA",NA,NA,NA,479,4654455.66529033,1472,31600,"                                               ","","use","http://tropical.theferns.info/viewtropical.php?id=Connarus+suberosus",63,"PARQUE NACIONAL DE BRASÕLIA,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,PARQUE NACIONAL DA CHAPADA DAS MESAS,PARQUE ESTADUAL DAS NASCENTES DO RIO TAQUARI,PARQUE ESTADUAL DO JALAP„O,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS,PARQUE NACIONAL DAS EMAS,PARQUE NACIONAL DE ANAVILHANAS,¡REA DE PROTE«√O AMBIENTAL DO PLANALTO CENTRAL,ESTA«√O ECOL”GICA DE URU«UÕ-UNA,PARQUE NACIONAL DOS CAMPOS AMAZ‘NICOS,¡REA DE PROTE«√O AMBIENTAL DA CHAPADA DOS GUIMAR√ES,¡REA DE PROTE«√O AMBIENTAL DAS CABECEIRAS DO RIO CUIAB¡,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO DESCOBERTO,¡REA DE PROTE«√O AMBIENTAL SERRA DO LAJEADO,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O BARTOLOMEU,¡REA DE RELEVANTE INTERESSE ECOL”GICA CAPETINGA/TAQUARA"
"156","Fabaceae","Copaifera coriacea Mart.","Copaifera coriacea Mart.",82964,"Fabaceae","Copaifera coriacea Mart.",82964,"Cacuricabra-PORTUGUES-NE/Sapucaia-PORTUGUES-NE","LFB","name ok","","Copaifera coriacea","NATIVA","N√£o endemica/Caatinga-N√£o endemica/Cerrado","BR-PI-BR-BA","Arbusto-√Årvore","Caatinga (stricto sensu)-Cerrado (lato sensu)","Terr√≠cola",114,2274410.10649695,288,6100,"                                               ","","use","http://tropical.theferns.info/viewtropical.php?id=Copaifera+coriacea",16,"¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,PARQUE NACIONAL SERRA DAS CONFUS’ES,¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL DE SETE CIDADES,FLORESTA NACIONAL DE CARAJ¡S"
"157","Fabaceae","Copaifera lucens Dwyer","Copaifera lucens Dwyer",78656,"Fabaceae","Copaifera lucens Dwyer",78656,NA,"LFB","name ok","","Copaifera lucens","NATIVA","Endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-MG-BR-ES-BR-BA","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)-Restinga","Terr√≠cola",65,436492.890444959,132,2700,"          1        3.5                             ","","","",10,"RESERVA BIOL”GICA DO TINGU¡,PARQUE NACIONAL PAU BRASIL,FLORESTA NACIONAL DE CONTENDAS DO SINCOR¡,¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA"
"158","Fabaceae","Copaifera luetzelburgii Harms","Copaifera luetzelburgii Harms",28112,"Fabaceae","Copaifera luetzelburgii Harms",28112,"Pau-d√≥i-PORTUGUES-NA/Pod√≥i-PORTUGUES-NA","LFB","name ok","","Copaifera luetzelburgii","NATIVA","Endemica/Cerrado","BR-PI-BR-BA-BR-TO-BR-GO","Arbusto","Cerrado (lato sensu)","Terr√≠cola",113,1529244.46316682,340,7900,"                                               ","","","",8,"PARQUE NACIONAL DE SETE CIDADES,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U,ESTA«√O ECOL”GICA DE URU«UÕ-UNA,ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE NACIONAL SERRA DAS CONFUS’ES,¡REA DE PROTE«√O AMBIENTAL DAS NASCENTES DO RIO VERMELHO"
"159","Fabaceae","Copaifera marginata Benth.","Copaifera marginata Benth.",28114,"Fabaceae","Copaifera marginata Benth.",28114,NA,"LFB","name ok","","Copaifera marginata","NATIVA","Endemica/Cerrado","BR-MG-BR-MA-BR-BA-BR-TO-BR-MT-BR-MS-BR-GO","Arbusto","Cerrado (lato sensu)","Terr√≠cola",84,1863989.90060156,268,6100,"                                               ","","","",6,"ESTACAO ECOLOGICA SERRA GERAL DO TOCANTINS,PARQUE ESTADUAL DO JALAP„O,¡REA DE PROTE«√O AMBIENTAL DA CHAPADA DOS GUIMAR√ES,¡REA DE PROTE«√O AMBIENTAL SERRA DO LAJEADO"
"160","Fabaceae","Copaifera martii Hayne","Copaifera martii Hayne",82966,"Fabaceae","Copaifera martii Hayne",82966,NA,"LFB","name ok","","Copaifera martii","NATIVA","N√£o endemica/Amaz√¥nia-N√£o endemica/Caatinga","BR-PI-BR-MA-BR-PA-BR-AM","√Årvore","Floresta de Terra Firme-Floresta Estacional Perenif√≥lia-Floresta Estacional Semidecidual","Terr√≠cola",327,4965721.53944327,876,19800,"     1.5 1.5                                         ","","use","http://tropical.theferns.info/viewtropical.php?id=Copaifera+martii",32,"¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,RESERVA EXTRATIVISTA MARINHA DE SOURE,¡REA DE PROTE«√O AMBIENTAL DELTA DO PARNAIBA,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,FLORESTA NACIONAL DE CARAJ¡S,RESERVA EXTRATIVISTA MARINHA CAET…TAPERA«U,RESERVA EXTRATIVISTA ARI”CA PRUAN√,PARQUE ESTADUAL DO JALAP„O,¡REA DE PROTE«√O AMBIENTAL CAVERNAS DO PERUA«U,PARQUE NACIONAL DO ARAGUAIA,¡REA DE PROTE«√O AMBIENTAL SERRA DO LAJEADO,RESERVA EXTRATIVISTA MAE GRANDE DE CURU«A,FLORESTA NACIONAL DE TAPAJ”S"
"161","Fabaceae","Copaifera oblongifolia Mart.","Copaifera oblongifolia Mart. ex Hayne",82968,"Fabaceae","Copaifera oblongifolia Mart. ex Hayne",82968,NA,"LFB","name ok","","Copaifera oblongifolia","NATIVA","N√£o endemica/Cerrado","BR-GO-BR-MS-BR-MT-BR-DF-BR-PI-BR-MA-BR-CE-BR-BA-BR-TO-BR-RR-BR-RO-BR-PA-BR-AP","Arbusto-√Årvore","Cerrado (lato sensu)","Terr√≠cola",110,3547643.64762877,324,7300,"                                               ","","","",6,"PARQUE NACIONAL GRANDE SERT√O VEREDAS,¡REA DE PROTE«√O AMBIENTAL POUSO ALTO,RESERVA BIOL”GICA NASCENTES SERRA DO CACHIMBO,PARQUE NACIONAL DA CHAPADA DOS VEADEIROS"
"162","Fabaceae","Copaifera trapezifolia Hayne","Copaifera trapezifolia Hayne",82976,"Fabaceae","Copaifera trapezifolia Hayne",82976,NA,"LFB","name ok","","Copaifera trapezifolia","NATIVA","N√£o endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-MG-BR-SC-BR-PR-BR-PE-BR-BA","√Årvore","Floresta Ciliar ou Galeria-Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",100,3182878.20217101,276,6400,"1.6          1                                     ","","","",28,"RESERVA BIOL”GICA DO TINGU¡,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO DOS FRADES,¡REA DE PROTE«√O AMBIENTAL ESTADUAL DE GUARATUBA,PARQUE NACIONAL DA SERRA DO ITAJAÕ,PARQUE ESTADUAL CARLOS BOTELHO,PARQUE ESTADUAL DA SERRA DO MAR,¡REA DE PROTE«√O AMBIENTAL DA BACIA DO RIO S√O JO√O - MICO LE√O,¡REA DE PROTE«√O AMBIENTAL MORRO DA PEDREIRA,¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA,RESERVA EXTRATIVISTA MARINHA ARRAIAL DO CABO,¡REA DE PROTE«√O AMBIENTAL DE GUARAQUE«ABA,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS"
"163","Arecaceae","Copernicia prunifera (Mill.) H.E.Moore","Copernicia prunifera (Mill.) H.E.Moore",15706,"Arecaceae","Copernicia prunifera (Mill.) H.E.Moore",15706,"Carna√∫ba-PORTUGUES-NA","LFB","name ok","","Copernicia prunifera","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-SE-BR-RN-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-TO-BR-MT","Erva","Palmeiral","Terr√≠cola",61,2843359.68376977,232,5600,"                            1.5                   ","","use","http://tropical.theferns.info/viewtropical.php?id=Copernicia+prunifera",5,"¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,¡REA DE PROTE«√O AMBIENTAL DO LAGAMAR DO CAUIPE"
"164","Boraginaceae","Cordia incognita Gottschling & J.S.Mill.","Cordia incognita Gottschling & J.S.Mill.",116138,"Boraginaceae","Cordia incognita Gottschling & J.S.Mill.",116138,NA,"LFB","name ok","","Cordia incognita","NATIVA","Endemica/Caatinga","BR-MG-BR-BA","√Årvore","Caatinga (stricto sensu)-Floresta Estacional Decidual","Terr√≠cola",101,710451.172766456,284,6800,"    1.5                                           ","","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+incognita",3,"¡REA DE PROTE«√O AMBIENTAL GRUTAS DOS BREJ’ES / VEREDAS DO ROM√O GRAMACHO,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA"
"165","Boraginaceae","Cordia magnoliifolia Cham.","Cordia magnoliifolia Cham.",81279,"Boraginaceae","Cordia magnoliifolia Cham.",81279,NA,"LFB","name ok","","Cordia magnoliifolia","NATIVA","Endemica/Mata Atl√¢ntica","BR-SP-BR-RJ-BR-MG-BR-PR","√Årvore","Floresta Ombr√≥fila (= Floresta Pluvial)","Terr√≠cola",85,2914661.89174128,272,6200,"          1                                     ","","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+magnoliifolia",20,"¡REA DE PROTE«√O AMBIENTAL ESTADUAL DE GUARATUBA,RESERVA BIOL”GICA DO TINGU¡,FLORESTA NACIONAL DE RIO PRETO,¡REA DE PROTE«√O AMBIENTAL LAGOA ENCANTADA,¡REA DE PROTE«√O AMBIENTAL COSTA DE ITACAR…/ SERRA GRANDE,RESERVA BIOL”GICA DE UNA,ESTA«√O ECOL”GICA DA ILHA DO MEL,¡REA DE PROTE«√O AMBIENTAL DE GUARAQUE«ABA,PARQUE NACIONAL DA TIJUCA,¡REA DE PROTE«√O AMBIENTAL DE PETR”POLIS"
"166","Boraginaceae","Cordia oncocalyx Allem","Cordia oncocalyx Allem√£o",127463,"Boraginaceae","Cordia oncocalyx Allem√£o",127463,NA,"LFB","name ok","","Cordia oncocalyx","NATIVA","Endemica/Caatinga","BR-RN-BR-PE-BR-PB-BR-CE","√Årvore","Caatinga (stricto sensu)","Terr√≠cola",78,1232073.64896768,280,6400,"                                               ","","use","http://tropical.theferns.info/viewtropical.php?id=Cordia+oncocalyx",1,"ESTA«√O ECOL”GICA DO CASTANH√O"
"167","Boraginaceae","Cordia rufescens A.DC.","Cordia rufescens A.DC.",16526,"Boraginaceae","Cordia rufescens A.DC.",16526,"Gr√£o-de-galo-PORTUGUES-nordeste","LFB","name ok","","Cordia rufescens","NATIVA","Endemica/Caatinga-Endemica/Cerrado","BR-SE-BR-RN-BR-TO-BR-MG-BR-PI-BR-PE-BR-PB-BR-MA-BR-CE-BR-BA-BR-AL-BR-GO","Arbusto-√Årvore","Caatinga (stricto sensu)-Cerrado (lato sensu)","Terr√≠cola",329,3124178.6689662,1020,21600,"                                               ","","","",59,"¡REA DE PROTE«√O AMBIENTAL CHAPADA DO ARARIPE,PARQUE NACIONAL SERRA DAS CONFUS’ES,¡REA DE PROTE«√O AMBIENTAL SERRA DA IBIAPABA,PARQUE ESTADUAL DO JALAP„O,¡REA DE PROTE«√O AMBIENTAL MARIMBUS / IRAQUARA,PARQUE NACIONAL DO CATIMBAU,MONUMENTO NATURAL CACHOEIRA DO FERRO DOIDO,ESTA«√O ECOL”GICA RASO DA CATARINA,¡REA DE PROTE«√O AMBIENTAL DA SERRA DE BATURIT…,PARQUE NACIONAL DA CHAPADA DIAMANTINA,PARQUE NACIONAL DA SERRA DA CAPIVARA,RESERVA BIOL”GICA DE UNA,¡REA DE PROTE«√O AMBIENTAL SERRA DO LAJEADO,RESERVA BIOLOGICA DE PEDRA TALHADA,PARQUE NACIONAL DE SETE CIDADES"
